,ticker_x,tradeDate_x,expirDate_x,dte_x,strike_x,stockPrice_x,callVolume_x,callOpenInterest_x,callBidSize_x,callAskSize_x,putVolume_x,putOpenInterest_x,putBidSize_x,putAskSize_x,callBidPrice_x,callValue_x,callAskPrice_x,putBidPrice_x,putValue_x,putAskPrice_x,callBidIv_x,callMidIv_x,callAskIv_x,smvVol_x,putBidIv_x,putMidIv_x,putAskIv_x,residualRate_x,delta_x,gamma_x,theta_x,vega_x,rho_x,phi_x,driftlessTheta_x,callSmvVol_x,putSmvVol_x,extSmvVol_x,extCallValue_x,extPutValue_x,spotPrice_x,quoteDate_x,updatedAt_x,snapShotEstTime_x,snapShotDate_x,expiryTod_x,tickerId_x,monthId_x,sym,ticker_y,tradeDate_y,expirDate_y,dte_y,strike_y,stockPrice_y,callVolume_y,callOpenInterest_y,callBidSize_y,callAskSize_y,putVolume_y,putOpenInterest_y,putBidSize_y,putAskSize_y,callBidPrice_y,callValue_y,callAskPrice_y,putBidPrice_y,putValue_y,putAskPrice_y,callBidIv_y,callMidIv_y,callAskIv_y,smvVol_y,putBidIv_y,putMidIv_y,putAskIv_y,residualRate_y,delta_y,gamma_y,theta_y,vega_y,rho_y,phi_y,driftlessTheta_y,callSmvVol_y,putSmvVol_y,extSmvVol_y,extCallValue_y,extPutValue_y,spotPrice_y,quoteDate_y,updatedAt_y,snapShotEstTime_y,snapShotDate_y,expiryTod_y,tickerId_y,monthId_y
20,SPY,2022-09-12,2022-09-16,5,370.0,410.39,11.0,5368.0,25.0,25.0,6499.0,-131188.0,853.0,13308.0,40.42,40.619538,40.62,0.08,0.089784,0.09,0.572225,0.609304,0.646382,0.339,0.43667,0.440105,0.443541,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,40.39,0.019889,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16370.0,SPY,2022-09-06,2022-09-16,11,370.0,393.43,609,6106,42,56,12811,-157923,882,476,24.44,24.57057204723144,24.69,1.2,1.204729653898261,1.21,0.332828819402345,0.3415882598224008,0.3503477002424566,0.314,0.3087768471542552,0.3091426655614417,0.3095084839686283,-0.0597491503890645,0.8848669089078414,0.0105096830491543,-0.16142982194836,0.1253399487015555,0.0484667340235537,-0.0514340530162953,-0.1955796803659894,0.3419787239483328,0.3091228860453763,0.2875563410003978,23.904787088214267,0.9358466652038132,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
21,SPY,2022-09-12,2022-09-16,5,371.0,410.39,0.0,8310.0,25.0,25.0,446.0,-8395.0,3440.0,9058.0,39.42,39.629565,39.63,0.08,0.089805,0.09,0.560184,0.596684,0.633183,0.339,0.426497,0.429919,0.433342,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,39.39,0.024941,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16371.0,SPY,2022-09-06,2022-09-16,11,371.0,393.43,0,8297,79,62,747,-8318,478,414,23.52,23.65184066187429,23.79,1.3,1.309051835723289,1.31,0.3281104839301846,0.3374688612967232,0.3468272386632618,0.312,0.3060236596728959,0.3063893838182395,0.3067551079635831,-0.0597491503890645,0.87553598000267,0.0110701258830155,-0.1709879626089784,0.1273799819929988,0.0494945202632101,-0.0524431040134973,-0.2057175447488695,0.3372498518270277,0.306685754649634,0.2840323867627627,22.96804642958517,1.010129545643672,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
22,SPY,2022-09-12,2022-09-16,5,372.0,410.39,16.0,4428.0,25.0,25.0,203.0,-12129.0,779.0,13702.0,38.42,38.629586,38.63,0.09,0.099812,0.1,0.553636,0.58811,0.622583,0.339,0.423162,0.426352,0.429541,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,38.39,0.031447,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16372.0,SPY,2022-09-06,2022-09-16,11,372.0,393.43,0,4513,55,57,829,-11176,660,313,22.62,22.742936601681368,22.86,1.41,1.4137666585278374,1.42,0.3248064497968095,0.33270478570205,0.3406031216072904,0.309,0.3040845480034747,0.3044502596777789,0.3048159713520831,-0.0597491503890645,0.8653594571726126,0.0116480514660823,-0.1805285015116696,0.1420061056228434,0.0504986502257316,-0.0534448298195452,-0.2158468068102848,0.3328980712562111,0.3043600502028242,0.2802380711635783,22.031421723476875,1.083242553105216,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
23,SPY,2022-09-12,2022-09-16,5,373.0,410.39,50.0,3090.0,25.0,25.0,1117.0,-17076.0,3334.0,4610.0,37.42,37.629612,37.63,0.09,0.099833,0.1,0.541572,0.575497,0.609422,0.339,0.413002,0.416038,0.419074,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,37.39,0.038705,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16373.0,SPY,2022-09-06,2022-09-16,11,373.0,393.43,0,3089,55,57,770,-17375,391,1668,21.72,21.84675348915935,21.97,1.53,1.542061100590304,1.55,0.3207716364560595,0.3285328367589829,0.3362940370619063,0.307,0.3014781195343471,0.3021333486594203,0.3027885777844935,-0.0597491503890645,0.854895342864917,0.0122436292355934,-0.1899350503746232,0.1440902602587545,0.0514190723490409,-0.0543275315404341,-0.2257384814379868,0.3286417102037409,0.3022683979730676,0.2760995427821967,21.10193300327993,1.164361213800553,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
24,SPY,2022-09-12,2022-09-16,5,374.0,410.39,7.0,4267.0,25.0,25.0,2648.0,-8744.0,930.0,11905.0,36.43,36.639634,36.64,0.1,0.109843,0.11,0.529257,0.563913,0.598569,0.339,0.408627,0.411364,0.4141,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,36.39,0.047598,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16374.0,SPY,2022-09-06,2022-09-16,11,374.0,393.43,80,4282,51,75,15831,-5710,950,1800,20.83,20.95353279899359,21.08,1.66,1.666353354230553,1.68,0.3169013902029369,0.3246602687249659,0.3324191472469949,0.305,0.2995295023254388,0.3001717743742729,0.300814046423107,-0.0597491503890645,0.8437551063984594,0.0128573181750568,-0.1993042297540292,0.1589237137869177,0.0522841822055726,-0.0551586867289547,-0.2355636325475293,0.3245691980499569,0.2999375605093014,0.2716944667132129,20.17101237230941,1.2417948456694596,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
25,SPY,2022-09-12,2022-09-16,5,375.0,410.39,135.0,6100.0,25.0,25.0,4588.0,-72471.0,3980.0,4318.0,35.43,35.639661,35.64,0.1,0.109864,0.11,0.521475,0.553255,0.585035,0.339,0.3982,0.400925,0.403651,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,35.39,0.05913,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16375.0,SPY,2022-09-06,2022-09-16,11,375.0,393.43,21,6306,62,73,11011,-88182,1303,1233,19.95,20.074960853552707,20.2,1.8,1.815071207974463,1.82,0.3133199096126842,0.3205836058690855,0.3278473021254868,0.302,0.2969317988423043,0.2975393436307913,0.2981468884192783,-0.0597491503890645,0.831959804349588,0.0134837333444864,-0.2086523007391763,0.160829875307962,0.0528082308530052,-0.0556356870261536,-0.2451340990320422,0.3205813310858642,0.2978474422284132,0.2674477867513323,19.250009194084512,1.3305531736345613,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
26,SPY,2022-09-12,2022-09-16,5,376.0,410.39,0.0,3653.0,25.0,25.0,302.0,-14449.0,3203.0,6201.0,34.44,34.649688,34.65,0.11,0.119874,0.12,0.509139,0.540328,0.571517,0.339,0.39322,0.395943,0.398666,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,34.39,0.07195,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16376.0,SPY,2022-09-06,2022-09-16,11,376.0,393.43,2,3652,78,17,1966,-12387,208,378,19.08,19.206876834430226,19.32,1.96,1.9630758292163484,1.97,0.3096796917155255,0.3164573588155847,0.3232350259156438,0.3,0.2954226303604361,0.2957304540736395,0.2960382777868429,-0.0597491503890645,0.8198996708374018,0.014128479039268,-0.2178279705584976,0.1750752617934818,0.0534141732778449,-0.0561968922889589,-0.2545877701390838,0.3168457662695037,0.2956119929945473,0.2628876500234456,18.3327117957324,1.4219873541625774,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
27,SPY,2022-09-12,2022-09-16,5,377.0,410.39,484.0,2294.0,25.0,32.0,972.0,-12112.0,2167.0,10138.0,33.44,33.649711,33.65,0.12,0.129886,0.13,0.501135,0.530672,0.560209,0.339,0.388231,0.390545,0.392858,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,33.39,0.087257,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16377.0,SPY,2022-09-06,2022-09-16,11,377.0,393.43,709,2512,55,68,687,-11028,1494,934,18.23,18.34580947988755,18.48,2.12,2.132574373624004,2.14,0.3065574094243437,0.3134633330921306,0.3203692567599176,0.298,0.2929650215993972,0.2935076051320371,0.2940501886646769,-0.0597491503890645,0.8068221079437,0.0147817527684573,-0.2267338714864994,0.177584938518018,0.0538734755029792,-0.0566106499523366,-0.263679355639463,0.3129555808492199,0.2936472864055617,0.2580489543035696,17.416797536196626,1.514637737933281,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
28,SPY,2022-09-12,2022-09-16,5,378.0,410.39,833.0,12204.0,25.0,32.0,980.0,-7886.0,1557.0,10414.0,32.45,32.659738,32.66,0.13,0.139898,0.14,0.488806,0.517759,0.546712,0.339,0.382104,0.384298,0.386492,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.9999996038410305e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,32.39,0.106534,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16378.0,SPY,2022-09-06,2022-09-16,11,378.0,393.43,288,12390,78,50,1033,-8291,909,743,17.38,17.501681690178,17.61,2.3,2.308766887900668,2.32,0.3030078157049279,0.3089617945596021,0.3149157734142762,0.296,0.2911438034310841,0.291686523652196,0.2922292438733079,-0.0597491503890645,0.79350941093745,0.0154521434953207,-0.2355368242403611,0.1904199259021167,0.0541043492373637,-0.0567648123731853,-0.2724792676911598,0.3093077305772829,0.2916196001650755,0.2534165133743004,16.516210264946306,1.6231448729154203,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
29,SPY,2022-09-12,2022-09-16,5,379.0,410.39,10.0,8926.0,25.0,51.0,398.0,-13561.0,2230.0,8135.0,31.45,31.65976,31.66,0.14,0.149911,0.15,0.480302,0.507845,0.535388,0.339,0.375736,0.377927,0.380118,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,31.39,0.128109,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16379.0,SPY,2022-09-06,2022-09-16,11,379.0,393.43,101,8811,41,71,1411,-12751,67,194,16.55,16.669215344343773,16.78,2.5,2.506169851841999,2.51,0.2996200508689222,0.3055392876257686,0.3114585243826151,0.294,0.2894105724844577,0.2896539361425765,0.2898972998006954,-0.0597491503890645,0.7789966014992571,0.0161190427331185,-0.2439317059595792,0.1937910536340837,0.054496418874207,-0.0571084386960389,-0.2810154254215724,0.3057562582447462,0.2897108760273217,0.251816080195978,15.66994827992978,1.7878274051750327,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
30,SPY,2022-09-12,2022-09-16,5,380.0,410.39,330.0,12999.0,25.0,51.0,42457.0,-111718.0,2626.0,6759.0,30.46,30.669783,30.67,0.15,0.159925,0.16,0.471032,0.497539,0.524045,0.339,0.369327,0.371119,0.372911,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,30.39,0.153394,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16380.0,SPY,2022-09-06,2022-09-16,11,380.0,393.43,295,13584,15,87,14349,-130757,543,217,15.74,15.845508981366066,15.97,2.7,2.712498716779246,2.72,0.2970668056175598,0.3026191098293984,0.308171414041237,0.292,0.287137256127895,0.2876388653166503,0.2881404745054057,-0.0597491503890645,0.7643841942683152,0.0168096206837414,-0.2520441231271849,0.1950594604103479,0.0545153273378443,-0.0570542594920755,-0.2889995893012697,0.3021608748490869,0.287764203246307,0.2500652036653981,14.841962907006716,1.9708065634921963,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
31,SPY,2022-09-12,2022-09-16,5,381.0,410.39,2.0,5389.0,25.0,51.0,4034.0,-8108.0,685.0,12113.0,29.47,29.679806,29.68,0.17,0.179933,0.18,0.458339,0.485375,0.512411,0.339,0.365411,0.367204,0.368997,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,29.39,0.184302,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16381.0,SPY,2022-09-06,2022-09-16,11,381.0,393.43,24,5399,200,260,1031,-6190,212,427,14.93,15.042659218152224,15.14,2.93,2.939429237842089,2.95,0.2934094780217349,0.2984266888967302,0.3034438997717253,0.29,0.2856189461624473,0.2860869940006073,0.2865550418387672,-0.0597491503890645,0.7486142717962011,0.0174857640375073,-0.2597135966304399,0.2089047159227716,0.0545179984508618,-0.0569796451008149,-0.2965263080417208,0.2987926690167996,0.2860602796011959,0.248304773068805,14.027940078192303,2.167520902240843,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
32,SPY,2022-09-12,2022-09-16,5,382.0,410.39,35.0,7607.0,25.0,51.0,2746.0,-12302.0,2165.0,7003.0,28.48,28.689834,28.69,0.18,0.189948,0.19,0.448833,0.47368,0.498527,0.339,0.357904,0.359694,0.361483,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,28.39,0.219001,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16382.0,SPY,2022-09-06,2022-09-16,11,382.0,393.43,53,7694,260,270,678,-10040,207,380,14.16,14.241208508811916,14.33,3.17,3.178044760077275,3.19,0.2914402658669724,0.2952566567252455,0.2990730475835185,0.287,0.2838711739002535,0.2843393954170072,0.2848076169337609,-0.0597491503890645,0.7324947075685085,0.0181788871769385,-0.2670466491661727,0.2100139708638547,0.0542324772974029,-0.0566095928652707,-0.3035261231509423,0.2950864236392521,0.2842478468767836,0.2464352608909176,13.227388464942882,2.3757117650342368,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
33,SPY,2022-09-12,2022-09-16,5,383.0,410.39,1.0,8409.0,25.0,51.0,656.0,-12671.0,1767.0,6839.0,27.49,27.699858,27.7,0.2,0.209958,0.21,0.439176,0.462833,0.48649,0.339,0.353435,0.35491,0.356386,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,27.39,0.258958,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16383.0,SPY,2022-09-06,2022-09-16,11,383.0,393.43,68,9024,486,15,2044,-11519,132,573,13.37,13.46944316937157,13.56,3.42,3.436163762151448,3.45,0.2873325060786177,0.2915912726882372,0.2958500392978566,0.285,0.2816629368273904,0.282328689513067,0.2829944421987437,-0.0597491503890645,0.7153108995754762,0.018848823751074,-0.2736379950053675,0.2228222672796677,0.054064903593619,-0.0563667373540606,-0.3098749926965,0.2917904560709796,0.2823803413649214,0.2445115846162074,12.44614528600684,2.6042196886080853,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
34,SPY,2022-09-12,2022-09-16,5,384.0,410.39,423.0,6390.0,25.0,32.0,2592.0,-12457.0,1678.0,6422.0,26.5,26.709878,26.71,0.22,0.22997,0.23,0.431918,0.454068,0.476217,0.339,0.347863,0.349338,0.350813,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,26.39,0.306741,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16384.0,SPY,2022-09-06,2022-09-16,11,384.0,393.43,4,6423,506,41,2817,-11165,155,727,12.61,12.705037915177906,12.8,3.69,3.704205885309714,3.72,0.284369013938179,0.2885386160103167,0.2927082180824543,0.283,0.2798296709605889,0.2804947516592937,0.2811598323579986,-0.0597491503890645,0.6976399680360612,0.0195259712010017,-0.2800234459770881,0.2237267755031894,0.0535407008372505,-0.055740445228331,-0.3157553681602664,0.2885402801282573,0.2804595416357559,0.2425455647498056,11.676872374416137,2.842751236738968,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
35,SPY,2022-09-12,2022-09-16,5,385.0,410.39,629.0,14800.0,25.0,32.0,9781.0,-70109.0,2542.0,2705.0,25.52,25.729903,25.73,0.24,0.249982,0.25,0.421325,0.442712,0.464099,0.339,0.34208,0.343313,0.344545,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,25.397765,0.360203,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16385.0,SPY,2022-09-06,2022-09-16,11,385.0,393.43,3462,16144,192,15,10700,-111873,202,466,11.88,11.967321039735662,12.06,3.98,3.9944806699683424,4.01,0.2816538430968651,0.2854810751468672,0.2893083071968693,0.281,0.2779087386688635,0.2785418712070657,0.279175003745268,-0.0597491503890645,0.6790254747951711,0.0201723464848717,-0.2855312635847031,0.2350590191169124,0.0531244233276851,-0.0552456602251233,-0.3208640248401231,0.2853671528959299,0.2785199508909919,0.2405418833035679,10.93548312505382,3.1097399896682374,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
36,SPY,2022-09-12,2022-09-16,5,386.0,410.39,32.0,8212.0,25.0,58.0,1639.0,-16360.0,1881.0,4237.0,24.53,24.739924,24.74,0.27,0.279991,0.28,0.413081,0.433386,0.45369,0.339,0.337603,0.338836,0.340069,-0.1172671371105788,0.9999999999999988,-8.367758597847586e-15,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.415467,0.335617,0.370542,24.414886,0.42076,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16386.0,SPY,2022-09-06,2022-09-16,11,386.0,393.43,99,8160,41,356,919,-15692,402,351,11.15,11.233734155930096,11.32,4.28,4.293720568230288,4.31,0.2785477309558636,0.2820987339903524,0.2856497370248413,0.278,0.2759028409170766,0.2765338744444796,0.2771649079718826,-0.0597491503890645,0.659846784394446,0.0208151532708324,-0.290675892287934,0.2357313079443802,0.0522746858249923,-0.0542967175088914,-0.3253081153266455,0.2820458514476063,0.2764800501549654,0.2384847658196003,10.20634993903966,3.388083397292991,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
37,SPY,2022-09-12,2022-09-16,5,387.0,410.39,614.0,6197.0,25.0,58.0,1543.0,-13909.0,2036.0,2444.0,23.55,23.759945,23.76,0.3,0.31,0.31,0.402265,0.420109,0.437953,0.337,0.330642,0.331874,0.333106,-0.1172671371105788,0.99947866170766,0.0019308825642092,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.410695,0.333039,0.370542,23.445248,0.49212,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16387.0,SPY,2022-09-06,2022-09-16,11,387.0,393.43,464,5622,39,15,2383,-16688,121,46,10.46,10.529460907879187,10.59,4.61,4.624479539069696,4.63,0.2759311771751203,0.2785811695133004,0.2812311618514805,0.276,0.2739642293616167,0.2743672091527636,0.2747701889439104,-0.0597491503890645,0.6396969822935082,0.0214043530184989,-0.294683827083751,0.2452529933547095,0.0516642161859196,-0.0536057275464194,-0.3287979921702459,0.2787630367702415,0.2745477255246376,0.2363899204412647,9.499135383097546,3.686944505275136,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
38,SPY,2022-09-12,2022-09-16,5,388.0,410.39,570.0,11998.0,25.0,58.0,1259.0,-16779.0,1368.0,4045.0,22.58,22.779948,22.78,0.34,0.350002,0.35,0.394912,0.413107,0.431302,0.334,0.327119,0.328158,0.329197,-0.1172671371105788,0.994836563899662,0.0052956137765908,3.578189918996475e-13,1.999999609343238e-05,0.0,0.0,3.5639910341152833e-13,0.405468,0.330204,0.361802,22.456847,0.516297,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16388.0,SPY,2022-09-06,2022-09-16,11,388.0,393.43,798,12818,23,18,1516,-20164,191,346,9.77,9.830844767791255,9.9,4.95,4.958398252000148,4.98,0.273020864974728,0.2756240271660041,0.2782271893572802,0.274,0.2721392699417931,0.2727465765583777,0.2733538831749623,-0.0597491503890645,0.6190696080606904,0.0219921266027097,-0.298392277369832,0.2456728150431527,0.0504932301905547,-0.052326224126507,-0.3315961656743112,0.2754576157293614,0.272479290875622,0.2342540333478362,8.817436921547342,4.012432101975908,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
39,SPY,2022-09-12,2022-09-16,5,389.0,410.39,78.0,9645.0,25.0,57.0,2989.0,-13230.0,1829.0,977.0,21.6,21.778767,21.81,0.38,0.386877,0.39,0.374193,0.398391,0.422589,0.332,0.328658,0.329545,0.330432,-0.1172671371105788,0.9870994195733124,0.0093086834325083,-0.0274947529241637,0.0120239999773298,0.0035446908349908,-0.0037335507992914,-0.0480746846814118,0.396613,0.327834,0.353061,21.472147,0.548237,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16389.0,SPY,2022-09-06,2022-09-16,11,389.0,393.43,938,8826,20,20,2877,-12120,85,325,9.14,9.166955087273797,9.19,5.31,5.329071570400542,5.34,0.2712000432117185,0.2721879026677012,0.2731757621236838,0.271,0.269742480734102,0.2703324112359891,0.2709223417378763,-0.0597491503890645,0.5975101511983234,0.0225009230598196,-0.300653439912386,0.2530457928585689,0.0496191327707597,-0.051361158034608,-0.3331654127047408,0.2722651567257289,0.2704925408073132,0.2320713588977461,8.150100686651525,4.350618581215158,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
40,SPY,2022-09-12,2022-09-16,5,390.0,410.39,1920.0,19340.0,25.0,57.0,25263.0,-91180.0,1905.0,383.0,20.64,20.804676,20.84,0.43,0.440138,0.44,0.37353,0.391531,0.409532,0.328,0.321614,0.322503,0.323391,-0.1172671371105788,0.977212161221052,0.0114735871139435,-0.0378769499245549,0.0163854161442168,0.0043619517000038,-0.0045407981427441,-0.0627093330534439,0.387974,0.323475,0.340906,20.477465,0.558932,410.39,2022-09-12T19:20:46Z,2022-09-12T19:20:59Z,1521,2022-09-12T19:21:00Z,pm,109820,3,SPY2022-09-16390.0,SPY,2022-09-06,2022-09-16,11,390.0,393.43,6446,16120,21,61,26906,-88007,13,46,8.48,8.509189120636552,8.54,5.7,5.703981994614384,5.71,0.2678397647292024,0.2690032677505244,0.2701667707718464,0.269,0.2682039129450361,0.2683950039596839,0.2685860949743318,-0.0597491503890645,0.5754802817457461,0.023000648204255,-0.3025635297875166,0.2578934186856389,0.0484911141228831,-0.0501353354101359,-0.3342153243775685,0.2689718190642144,0.2683560976232731,0.2298569975629791,7.513658076077169,4.719263923305008,393.43,2022-09-06T15:59:54Z,2022-09-06T16:00:06Z,1200,2022-09-06T16:00:01Z,pm,109820,6
